Getaria;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
Deba;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519;103
Deba;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627;83
Deba;Blanco;43.2594;GIPUZKOA;Obras;Euskadi;2007-11-26 08:00:52;50;CANTABRIA;Obras;SS;A-8;50;-2.28593;94
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
;Blanco;43.29825;GIPUZKOA;Obras;Euskadi;2007-11-26 20:51:43;22;CANTABRIA;Obras;SS;A-8;22;-1.97683;40
;Blanco;43.28118;GIPUZKOA;Obras;Euskadi;2007-11-26 20:26:21;41;CANTABRIA;Obras;SS;A-8;41;-2.191887;134
;Blanco;43.26371;GIPUZKOA;Obras;Euskadi;2007-11-26 18:58:23;49;CANTABRIA;Obras;SS;A-8;49;-2.275519;103
;Blanco;43.2847;GIPUZKOA;Obras;Euskadi;2007-11-26 14:47:11;55;CANTABRIA;Obras;SS;A-8;55;-2.33205;59
Zumaia;Blanco;43.28194;GIPUZKOA;Obras;Euskadi;2007-11-26 09:20:55;45;IRUN;Obras;SS;A-8;45;-2.23743;82
Zumaia;Blanco;43.27346;GIPUZKOA;Obras;Euskadi;2007-11-26 09:19:56;47;CANTABRIA;Obras;SS;A-8;47;-2.25627;83
