0;0;0;0;0;0;0;0;0;0
9;0;2;0;7;0;1;4;0;1
1;0;0;0;1;1;0;0;0;1
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
30;0;4;0;26;6;18;2;0;27
40;0;1;0;39;4;12;17;7;15
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
2;0;0;0;2;0;2;2;0;0
0;0;0;0;0;0;0;0;0;0
3;0;0;0;3;0;3;0;0;3
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
20;0;8;0;11;10;2;13;0;7
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
11;0;0;0;11;1;5;11;0;0
27;0;11;0;16;25;0;20;1;6
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
16;0;1;0;15;1;1;9;4;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0
